time,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
49884,-8.09,1.46,11.74,-8.66,-312.94,5.33
49885,-9.37,1.37,13.72,-8.47,-317.95,4.23
49886,-9.24,0.94,13.35,-3.87,-326.15,5.01
49888,-9.94,-0.19,12.48,6.93,-331.28,4.14
49889,-11.22,-0.37,12.82,15.41,-334.22,1.6
49890,-12.57,-0.22,13.7,21.08,-339.35,-0.4
49891,-13.2,0.08,14.16,26.71,-346.9,-2.12
49892,-13.26,0.13,14.38,31.97,-352.0,-2.43
49893,-12.92,1.06,12.82,39.86,-357.26,-2.12
49894,-11.88,0.58,12.77,42.27,-360.42,-3.69
49896,-11.75,0.77,12.68,40.48,-363.83,-6.57
49897,-12.27,0.91,11.99,38.76,-366.49,-8.57
49898,-12.59,1.17,11.33,37.85,-367.62,-9.16
49899,-12.56,1.42,10.88,37.41,-369.62,-9.2
49900,-13.21,1.43,11.31,33.57,-372.91,-10.42
49901,-14.0,1.5,11.13,29.65,-374.25,-12.67
49903,-14.47,1.57,11.1,26.81,-375.38,-14.2
49904,-14.37,1.42,11.22,24.93,-377.41,-15.27
49905,-14.1,1.15,11.34,24.21,-380.17,-16.39
49906,-14.12,0.89,11.27,24.9,-382.08,-17.21
49907,-14.92,0.42,11.14,26.9,-383.55,-17.83
49908,-15.23,0.27,11.18,29.47,-384.89,-18.62
49909,-15.53,0.32,11.32,32.22,-387.11,-19.46
49911,-15.8,0.42,11.4,34.69,-389.71,-19.68
49912,-15.94,0.28,11.38,36.44,-392.72,-19.77
49913,-16.33,0.27,11.39,37.38,-394.56,-19.4
49914,-17.05,1.01,10.46,43.83,-395.47,-16.83
49915,-15.83,-0.1,11.24,49.0,-399.01,-16.27
49916,-16.21,-0.23,11.5,49.09,-402.14,-18.65
49918,-16.72,0.08,11.01,50.28,-403.33,-19.74
49919,-16.9,0.31,10.67,53.53,-403.7,-18.8
49920,-16.97,0.24,10.41,56.6,-404.17,-17.9
49921,-17.0,0.24,10.27,59.1,-405.02,-17.18
49922,-17.01,0.53,10.08,61.33,-406.24,-16.17
49923,-17.0,0.58,9.88,63.33,-407.05,-15.36
49925,-17.06,0.7,9.68,64.96,-407.49,-14.55
49926,-17.14,0.73,9.62,65.4,-407.4,-14.02
49927,-17.07,0.83,9.57,64.58,-407.24,-13.73
49928,-17.11,0.94,9.45,63.36,-406.93,-13.14
49929,-17.27,1.04,9.18,62.73,-406.64,-12.07
49930,-17.4,1.08,9.07,63.11,-406.55,-10.89
49931,-17.4,1.17,8.98,63.49,-406.86,-9.66
49933,-17.46,1.28,9.1,64.17,-407.46,-8.26
49934,-17.41,1.23,9.16,65.05,-407.83,-7.07
49935,-17.2,1.1,9.11,67.4,-406.86,-6.1
49936,-17.34,1.34,8.95,69.37,-406.17,-4.66
49937,-17.33,1.71,8.65,70.65,-405.89,-3.03
49938,-17.2,1.85,8.48,71.72,-405.77,-1.37
49940,-17.12,1.97,8.36,71.91,-405.27,0.32
49941,-17.07,2.14,8.3,71.34,-404.23,1.6
49942,-17.04,2.32,8.19,70.5,-402.98,3.14
49943,-17.03,2.52,8.13,69.9,-401.86,4.67
49944,-16.89,2.58,8.1,69.18,-401.04,6.3
49945,-16.55,2.73,7.8,68.62,-400.23,7.99
49946,-16.4,2.79,7.77,67.93,-399.1,9.93
49947,-16.24,2.79,7.79,67.62,-397.82,11.62
49949,-16.15,2.86,7.84,67.02,-396.44,13.46
49950,-15.95,2.96,7.76,66.43,-395.28,15.06
49951,-15.79,3.05,7.72,65.96,-393.81,16.84
49952,-15.49,3.05,7.66,65.3,-392.53,18.69
49953,-15.34,3.02,7.52,64.42,-391.21,20.51
49954,-15.21,3.08,7.58,63.77,-389.68,22.45
49955,-14.97,3.01,7.48,63.3,-388.62,24.14
49957,-14.7,3.01,7.48,62.7,-387.3,26.17
49958,-14.51,3.02,7.37,61.95,-385.42,28.11
49959,-14.36,2.92,7.17,60.23,-383.3,29.65
49960,-14.13,2.96,7.06,58.42,-381.36,31.74
49961,-13.97,3.12,7.1,56.54,-379.7,33.84
49962,-13.65,2.64,7.22,54.75,-377.63,35.81
49963,-13.55,2.54,7.3,53.28,-375.53,37.25
49965,-13.39,2.33,7.26,52.16,-373.81,38.85
49966,-13.26,2.15,7.19,51.72,-372.53,40.57
49967,-13.15,2.05,7.13,52.31,-371.06,42.6
49968,-13.01,1.82,7.11,53.19,-369.81,44.45
49969,-12.91,1.73,7.23,53.31,-368.3,46.17
49970,-12.75,1.54,7.01,53.66,-366.14,47.83
49971,-12.55,1.36,7.02,54.13,-364.36,49.8
49973,-12.3,1.28,7.01,54.32,-362.92,51.65
49974,-12.15,1.17,7.07,54.63,-361.26,53.62
49975,-11.94,0.87,6.89,55.19,-358.76,55.12
49976,-11.72,0.67,6.68,55.57,-356.35,56.78
49977,-11.44,0.71,6.76,55.57,-354.16,58.41
49978,-11.39,0.52,6.82,55.35,-352.69,59.78
49979,-11.37,0.4,6.8,55.13,-350.31,60.91
49981,-11.24,0.29,6.95,54.69,-348.15,62.07
49982,-11.14,0.16,7.08,53.97,-346.18,63.35
49983,-11.04,-0.09,6.91,54.03,-343.95,64.32
49984,-10.89,-0.15,7.03,54.25,-341.76,65.07
49985,-10.86,-0.21,7.19,53.0,-340.79,65.79
49986,-11.12,-0.57,7.66,52.88,-338.76,66.01
49987,-11.4,-0.62,7.5,53.31,-336.29,66.14
49989,-11.37,-0.58,7.53,53.63,-333.94,66.98
49990,-11.21,-0.66,7.71,54.53,-331.87,67.64
49991,-11.19,-1.0,7.86,55.19,-330.43,67.36
49992,-11.54,-0.98,8.28,55.1,-329.68,67.08
49993,-12.18,-0.83,9.29,53.13,-328.9,67.3
49994,-13.16,-0.26,9.32,48.71,-327.81,69.68
49996,-13.69,0.15,8.93,52.72,-327.49,70.68
49997,-12.82,-0.79,10.02,55.85,-329.43,68.52
49998,-12.18,-1.51,10.83,54.66,-330.31,65.26
49999,-12.35,-1.39,10.51,54.38,-329.4,64.17
50000,-11.72,-1.16,10.43,54.63,-328.34,66.42
50001,-13.33,-1.39,9.88,57.98,-326.21,64.98
50002,-14.17,-1.26,10.82,58.85,-326.58,60.88
50004,-14.31,-0.67,11.38,55.63,-327.84,58.78
50005,-13.95,-0.42,11.52,52.75,-329.03,57.94
50006,-13.82,-0.57,11.81,50.69,-329.78,55.75
50007,-14.17,-0.8,11.87,48.4,-330.18,52.9
50008,-14.9,-0.49,11.99,46.08,-331.34,50.74
50009,-15.26,-0.33,12.32,41.83,-333.0,49.64
50011,-16.07,-0.07,11.55,40.14,-332.81,48.49
50012,-16.19,-0.38,11.69,41.2,-334.35,46.67
50013,-15.22,-0.82,12.32,41.98,-336.85,45.64
50014,-14.35,-1.32,12.24,41.7,-339.04,41.57
50015,-15.12,-2.08,12.63,40.14,-340.32,36.75
50016,-17.17,-1.16,13.12,37.7,-342.14,32.59
50017,-17.39,-0.99,13.27,36.23,-343.95,30.11
50019,-17.38,-1.06,13.34,35.82,-346.58,27.89
50020,-17.31,-1.17,13.48,36.13,-349.9,25.67
50021,-17.29,-1.23,13.45,36.88,-352.91,23.23
50022,-17.56,-1.39,13.28,37.35,-355.1,20.82
50023,-17.94,-1.56,13.19,36.57,-357.13,18.22
50024,-17.99,-1.75,13.91,32.81,-360.51,15.34
50026,-18.23,-1.54,13.87,29.4,-362.98,13.09
50027,-19.8,-0.89,13.08,30.34,-364.61,11.4
50028,-20.11,-1.35,12.64,31.37,-366.74,9.58
50029,-19.39,-2.13,12.98,31.19,-369.87,7.55
50030,-17.56,-2.45,12.72,33.57,-371.78,6.89
50031,-18.21,-3.52,12.82,35.66,-373.0,3.92
50033,-20.05,-3.47,13.28,34.35,-374.13,-1.09
50034,-21.39,-2.9,13.31,32.53,-375.97,-4.47
50035,-21.87,-2.47,13.41,31.88,-378.95,-5.44
50036,-21.66,-2.69,13.76,32.53,-383.23,-6.25
50037,-21.38,-3.21,13.62,34.85,-387.15,-8.01
50038,-21.25,-3.75,12.89,39.17,-389.31,-9.7
50039,-21.43,-3.98,12.95,43.11,-392.15,-11.26
50041,-21.59,-4.24,13.85,44.18,-396.13,-13.42
50042,-22.24,-4.03,12.7,48.12,-398.01,-15.74
50043,-23.07,-3.97,11.84,51.87,-398.54,-16.58
50044,-22.95,-4.11,11.12,57.73,-398.82,-16.3
50045,-21.77,-4.98,10.55,64.36,-401.32,-17.65
50046,-22.9,-4.47,11.37,65.02,-403.92,-20.02
50048,-24.61,-3.42,11.07,65.11,-404.17,-20.49
50049,-25.68,-2.82,9.71,70.09,-404.23,-21.37
50050,-24.82,-3.74,10.01,71.59,-407.9,-23.62
50051,-23.92,-4.15,10.56,67.34,-415.53,-26.85
50052,-24.24,-3.97,9.08,67.09,-417.66,-30.42
50053,-25.43,-4.06,7.6,70.47,-413.47,-31.73
50055,-25.46,-4.38,5.54,79.23,-410.49,-31.92
50056,-25.04,-5.22,6.8,81.89,-414.84,-34.39
50057,-25.33,-4.79,7.7,83.2,-416.85,-38.74
50058,-26.4,-4.12,6.69,84.36,-415.53,-40.9
50059,-26.89,-3.89,5.54,85.9,-413.78,-41.65
50060,-26.67,-4.21,5.37,88.02,-414.88,-43.5
50062,-26.66,-4.07,6.31,88.24,-420.57,-46.1
50063,-26.76,-3.55,5.82,92.59,-421.67,-48.44
50064,-27.34,-4.07,4.05,97.82,-416.41,-51.01
50065,-27.34,-5.02,1.71,100.48,-413.37,-52.67
50066,-27.74,-4.06,1.86,103.8,-413.62,-54.55
50067,-28.18,-3.76,0.79,108.34,-411.06,-56.27
50069,-28.1,-3.55,0.35,110.18,-406.64,-56.55
50070,-28.16,-3.53,-0.3,112.81,-403.48,-57.17
50071,-27.93,-3.5,-1.08,114.06,-404.27,-58.68
50072,-27.01,-3.89,-0.2,114.06,-404.73,-61.96
50073,-28.48,-3.3,-1.97,117.72,-399.23,-66.0
50075,-28.71,-4.09,-3.43,118.23,-390.37,-69.41
50076,-28.33,-4.23,-5.1,118.91,-383.36,-71.26
50077,-27.78,-3.78,-5.3,121.42,-379.82,-72.64
50078,-27.35,-3.7,-5.39,120.7,-378.73,-73.98
50079,-27.72,-2.87,-5.62,119.63,-372.84,-76.3
50080,-28.39,-2.96,-7.68,122.86,-361.42,-78.14
50082,-28.79,-2.63,-7.19,124.42,-353.97,-77.89
50083,-28.83,-2.56,-7.43,124.42,-350.12,-77.8
50084,-28.74,-2.44,-7.89,124.61,-344.67,-76.77
50085,-29.08,-1.48,-8.9,125.27,-338.04,-74.95
50086,-29.34,-1.13,-7.76,121.82,-334.06,-72.98
50088,-29.36,-1.76,-8.31,122.11,-328.34,-74.51
50089,-29.98,-1.93,-9.21,128.65,-320.95,-76.92
50090,-30.58,-2.08,-8.68,129.46,-313.63,-78.8
50091,-30.77,-2.66,-10.97,125.46,-307.52,-79.99
50092,-30.3,-2.86,-11.75,122.95,-299.01,-83.65
50094,-30.49,-2.72,-12.15,124.58,-289.56,-89.38
50095,-30.55,-1.7,-11.86,126.33,-282.39,-92.01
50096,-30.72,-1.24,-12.0,131.12,-272.44,-94.61
50097,-31.37,-0.25,-13.03,136.19,-266.87,-95.04
50098,-32.61,3.29,-13.23,136.13,-262.3,-91.07
50099,-32.7,3.31,-14.1,132.37,-254.32,-88.19
50101,-32.37,3.08,-14.83,127.9,-243.4,-88.19
50102,-31.51,3.2,-15.21,125.11,-235.41,-88.16
50103,-30.56,3.47,-15.64,122.67,-226.93,-86.59
50104,-29.77,3.57,-16.44,119.98,-215.98,-84.56
50105,-28.44,2.91,-17.31,115.44,-203.4,-81.71
50106,-28.22,2.37,-17.66,109.9,-193.41,-79.96
50108,-28.29,2.12,-18.04,105.14,-182.99,-79.71
50109,-28.43,2.22,-18.36,100.89,-173.38,-78.33
50110,-28.66,2.37,-18.53,92.12,-162.15,-74.29
50111,-29.02,1.91,-18.61,84.27,-152.48,-69.57
50112,-29.16,1.48,-18.51,78.73,-143.96,-65.34
50114,-29.22,0.92,-18.14,74.72,-136.01,-60.99
50115,-29.33,0.46,-17.77,72.09,-129.19,-56.74
50116,-29.5,0.08,-17.51,70.4,-122.12,-51.95
50117,-29.69,-0.16,-17.17,70.43,-115.95,-47.63
50118,-30.2,-0.64,-17.08,73.22,-110.19,-43.15
50119,-30.36,-1.02,-17.27,76.98,-103.68,-38.52
50121,-30.38,-1.37,-17.37,77.95,-97.89,-34.64
50122,-30.14,-1.66,-17.28,77.35,-91.26,-30.63
50123,-29.95,-1.76,-17.04,76.6,-85.62,-27.79
50124,-29.86,-1.86,-16.95,76.1,-79.33,-25.75
50125,-30.53,-0.36,-16.81,78.1,-72.89,-20.78
50126,-30.28,-0.01,-16.5,80.42,-66.31,-13.83
50128,-30.11,0.06,-16.33,79.85,-59.8,-7.41
50129,-30.13,1.18,-16.21,76.69,-52.48,1.73
50130,-30.26,2.31,-15.79,75.13,-45.97,12.9
50131,-31.26,4.05,-14.83,75.19,-40.05,25.76
50132,-31.87,3.32,-14.23,74.22,-33.98,37.59
50133,-32.52,3.02,-14.75,74.28,-29.22,45.08
50135,-32.08,3.09,-13.65,74.66,-28.44,50.02
50136,-32.34,5.74,-12.96,71.44,-26.97,63.85
50137,-31.55,8.0,-13.78,64.02,-18.21,82.23
50138,-30.73,4.39,-13.09,58.51,-21.62,86.42
50139,-29.86,2.62,-15.41,52.81,-21.93,78.25
50140,-28.9,2.43,-15.04,35.51,1.7,67.7
50142,-28.06,1.16,-12.52,16.41,19.29,59.85
50143,-27.6,2.35,-10.81,5.71,22.54,55.59
50144,-27.72,6.74,-11.07,9.28,20.73,57.91
50145,-29.01,9.34,-13.25,16.13,14.94,70.8
50146,-29.46,9.6,-15.7,10.15,15.94,94.62
50147,-30.8,3.46,-16.74,5.12,17.47,120.38
50148,-30.57,-0.15,-15.76,9.78,14.65,140.72
50150,-29.0,-1.0,-14.34,23.14,13.37,150.92
50151,-27.35,-1.34,-12.63,43.92,15.59,156.31
50152,-25.89,-0.94,-10.86,66.99,19.04,160.22
50153,-24.94,-0.36,-9.04,97.19,17.6,163.1
50154,-24.16,0.23,-7.23,117.04,16.5,160.16
50155,-16.28,3.3,-12.25,91.28,28.05,150.61
50156,-0.12,6.06,-7.48,57.35,46.86,131.83
50158,10.43,10.76,-8.45,8.75,106.86,108.39
50159,11.14,0.88,10.23,76.29,155.65,95.09
50160,-1.46,-3.13,7.1,96.1,164.16,123.54
50161,-9.85,1.82,-5.29,2.3,109.99,151.52
50162,-10.35,6.95,-2.07,-111.97,64.32,150.61
50163,-16.58,1.16,-29.14,-93.69,125.82,124.41
50164,-33.66,6.97,-28.49,37.7,225.26,108.08
50166,-38.61,25.55,-32.69,9.15,290.01,121.22
50167,-41.82,18.89,-29.53,-40.17,289.92,132.61
50168,-42.49,16.65,-39.44,-86.09,292.01,126.2
50169,-44.02,8.94,-51.79,-124.93,282.28,108.05
50170,-49.33,6.23,-51.48,-184.77,241.09,91.77
50171,-60.44,0.28,-55.11,-116.51,126.11,92.4
50172,-51.29,6.65,-59.33,-83.27,36.06,100.13
50174,-45.71,-5.36,-78.79,-168.12,-5.94,131.8
50175,-20.44,8.49,-78.79,-331.71,-28.85,195.43
50176,12.09,9.5,-63.38,-505.04,-64.31,268.57
50177,27.54,7.67,-54.31,-661.99,4.48,315.58
50178,57.82,3.37,-68.42,-840.2,368.6,340.59
50179,78.78,14.02,69.04,-643.15,331.86,561.14
50181,78.78,2.45,-10.06,-824.12,449.38,677.66
50182,78.78,-12.85,-64.07,-644.34,775.09,628.15
50183,78.78,-26.57,34.23,-499.56,961.13,489.22
50184,34.4,-17.07,35.1,-336.25,1024.73,446.56
50185,-19.19,-41.57,5.59,-225.7,1024.73,410.57
50186,-44.62,-56.15,-45.2,-119.61,1024.73,330.85
50187,-45.36,-46.03,-78.79,-184.08,1024.73,295.52
50189,-78.79,-32.99,-78.79,-235.25,1024.73,419.87
50190,-78.79,-78.79,-76.89,-620.78,1024.73,-28.66
50191,-78.79,-78.79,-3.9,-512.45,1024.73,-286.4
50192,-78.79,-65.89,78.78,-227.99,814.53,-252.13
50193,-78.79,-16.64,78.78,-53.25,334.96,-72.29
50194,-78.79,-36.18,78.78,123.64,241.38,-18.83
50196,-78.79,-20.45,57.0,126.58,185.7,14.34
50197,-66.2,-15.46,-14.67,27.21,136.12,88.77
50198,-44.9,-24.88,-46.59,-126.77,112.12,128.83
50199,-22.99,-47.98,-55.71,-219.45,84.54,112.33
50200,-11.59,-51.27,-58.05,-213.91,59.88,75.03
50201,-10.95,-50.88,-58.93,-153.44,150.49,45.86
50203,-9.58,-49.57,-59.15,-55.45,415.42,5.86
50204,-5.93,-46.95,-48.86,59.79,642.17,-33.36
50205,3.07,-48.97,-23.3,227.86,703.24,-87.63
50206,11.41,-57.1,17.04,461.44,549.06,-135.64
50207,22.61,-23.68,67.98,637.92,385.31,-138.86
50208,25.22,-21.29,53.78,783.93,385.41,-134.73
50210,21.39,-13.67,47.37,873.13,422.49,-143.21
50211,19.29,-7.16,33.48,845.46,422.96,-158.99
50212,14.52,-3.91,16.76,799.51,407.07,-177.48
50213,9.63,-5.66,1.46,795.29,475.67,-219.99
50214,-35.32,-1.06,-14.61,753.32,661.64,-320.67
50215,-54.44,-2.77,2.97,717.45,827.68,-461.29
50216,-78.79,11.36,19.11,842.11,836.47,-534.72
50218,-78.79,47.91,54.0,1028.18,689.87,-398.6
50219,-78.79,78.78,78.78,1028.18,389.98,-76.17
50220,-78.79,78.78,78.78,779.73,189.01,159.44
50221,-78.79,78.78,78.3,429.79,158.59,189.01
50222,-78.79,62.0,5.78,199.76,52.99,123.35
50223,-78.79,28.33,-27.83,-81.61,-38.24,37.06
50224,-78.79,14.63,-31.65,-385.45,-83.24,2.54
50226,-76.69,0.47,-26.71,-610.17,-135.42,-20.12
50227,-52.16,-15.75,-22.61,-719.77,-207.97,-48.57
50228,-31.35,-6.01,-17.92,-836.67,-281.45,-46.13
50229,8.02,-3.62,-5.56,-933.06,-293.03,-25.85
50230,23.38,-3.71,-2.64,-832.07,-190.44,-11.14
50232,27.73,-13.19,55.58,-474.37,-240.3,39.72
50233,48.93,22.17,59.1,-312.96,-220.17,102.48
50234,59.29,6.85,36.25,-181.95,-158.39,166.1
50235,67.54,-8.32,41.55,-33.88,-91.04,152.61
50236,52.76,-19.12,29.55,81.01,-62.06,134.99
50237,32.03,-12.32,10.6,173.84,-60.74,140.22
50238,21.94,-20.05,2.37,257.91,-67.03,113.21
50240,11.41,-20.93,-0.82,283.01,-66.84,55.5
50241,-0.21,-24.76,-5.74,251.96,-33.48,-10.92
50242,-9.54,-20.68,-19.19,138.1,17.53,-61.4
50243,-17.86,-17.04,-18.85,64.36,58.91,-98.8
50244,-33.99,-14.05,-31.7,2.42,108.64,-126.44
50245,-40.63,-7.7,-25.27,-106.37,141.28,-140.08
50247,-46.16,-17.39,-27.83,-67.21,156.4,-143.18
50248,-48.28,-3.52,-10.17,17.6,140.78,-118.67
50249,-38.37,-8.13,20.3,111.56,77.66,-85.19
50250,-4.3,2.7,54.31,209.87,25.05,-44.75
50251,-3.24,10.54,64.17,257.47,-19.21,7.86
50252,4.61,17.86,59.17,213.71,-46.81,50.24
50254,0.94,7.7,43.6,158.98,-84.12,42.79
50255,0.38,1.85,25.65,88.96,-100.58,0.35
50256,-2.13,2.03,2.57,14.44,-94.73,-36.33
50257,-4.9,1.9,-11.79,-52.35,-72.92,-63.28
50258,-7.13,0.69,-20.14,-95.13,-43.47,-84.65
50259,-11.16,4.6,-24.15,-97.82,0.73,-90.57
50260,-9.86,8.42,-15.68,-56.48,30.18,-73.61
50262,-4.75,9.59,-0.69,18.26,33.5,-44.47
50263,1.22,7.43,15.68,72.12,21.76,-20.46
50264,4.51,5.47,26.24,86.27,7.77,-3.22
50265,3.99,4.94,28.42,68.43,4.55,3.57
50266,-0.47,4.82,22.72,35.22,17.88,2.17
50267,-12.9,4.93,6.03,4.33,31.99,-5.35
50268,-14.51,4.13,5.26,-0.27,28.74,-15.39
50269,-12.97,3.99,6.8,15.29,8.86,-22.53
50271,-8.96,4.1,9.35,16.13,-5.56,-22.09
50272,-3.9,4.59,13.15,2.89,-11.17,-17.11
50273,-0.43,5.26,14.77,-12.44,-6.53,-14.42
50274,1.17,5.86,12.52,-24.52,1.29,-16.86
50275,-0.23,2.56,7.52,-35.51,9.24,-21.37
50276,-2.41,-0.45,5.12,-50.09,14.28,-25.34
50278,-3.52,-3.43,4.9,-67.96,18.44,-26.53
50279,-5.39,-5.32,6.02,-74.76,21.82,-26.13
50280,-6.9,-5.3,7.49,-51.66,23.51,-24.31
50281,-8.24,-2.98,8.02,-8.34,23.01,-17.99
50282,-9.7,-0.91,8.7,31.66,21.82,-10.45
50283,-9.2,-2.32,8.91,47.62,17.16,-7.57
50285,-7.09,-2.87,10.01,39.07,13.43,-7.57
50286,-5.98,-0.84,10.34,36.01,8.96,-7.25
50287,-5.66,1.82,9.55,45.55,6.61,-5.41
50288,-6.06,3.97,8.21,55.07,8.86,-3.44
50289,-6.83,4.58,7.41,50.78,10.49,-2.65
50290,-7.11,2.35,7.13,26.68,8.8,-5.94
50291,-5.15,1.02,8.87,-2.46,4.86,-10.32
50293,-4.16,1.89,10.33,-17.92,0.73,-12.23
50294,-4.21,2.96,10.57,-15.1,1.13,-11.92
50295,-4.33,4.21,9.98,-5.99,4.61,-9.01
50296,-4.89,3.92,9.29,-5.06,7.02,-6.66
50297,-5.29,2.13,8.7,-13.13,5.86,-7.85
50298,-3.33,-1.44,9.42,-27.97,2.64,-11.26
50299,-2.92,-1.03,9.78,-32.66,1.67,-12.04
50301,-3.66,0.51,9.18,-19.08,5.11,-9.38
50302,-4.99,1.54,8.23,0.55,10.3,-6.63
50303,-6.24,1.42,7.82,13.57,12.93,-6.16
50304,-6.45,0.65,8.12,13.44,9.65,-8.54
50305,-4.41,-0.64,8.92,-0.42,7.42,-11.79
50306,-4.51,0.45,9.63,-10.97,8.11,-12.83
50307,-5.13,2.38,9.31,-0.89,10.43,-12.2
50309,-5.73,4.4,8.69,17.54,13.87,-10.13
50310,-6.5,4.65,8.35,24.99,14.31,-9.48
50311,-6.28,3.27,8.53,14.22,13.4,-11.64
50312,-5.23,2.42,8.58,-4.81,12.24,-13.92
50313,-3.4,0.65,9.86,-21.24,11.43,-16.74
50314,-3.24,0.35,10.87,-29.88,12.28,-17.74
50316,-3.85,1.27,10.81,-22.9,15.56,-15.96
50317,-4.83,2.22,9.53,-8.15,19.88,-12.29
50318,-5.35,2.3,8.87,3.8,22.13,-9.04
50319,-5.55,1.09,8.81,2.8,22.82,-8.94
50320,-4.92,-0.24,8.97,-5.34,24.11,-10.89
50321,-4.39,-0.88,9.2,-13.88,25.61,-12.2
50322,-4.27,-0.46,9.55,-14.54,28.49,-12.07
50324,-4.23,0.28,9.57,-7.28,31.43,-10.51
50325,-4.03,-0.27,9.56,-3.77,32.02,-9.51
50326,-3.63,-1.33,10.94,-0.39,31.77,-8.79
50327,-2.99,-0.9,11.7,10.28,34.84,-7.04
50328,-4.09,1.82,10.08,28.18,38.38,-4.22
50329,-4.83,1.87,9.65,39.42,40.63,-3.69
50331,-5.06,1.26,9.46,37.07,43.7,-5.47
50332,-4.81,0.92,9.36,25.27,48.77,-8.04
50333,-4.61,0.89,9.52,14.04,53.71,-9.73
50334,-4.09,1.61,9.92,11.78,57.06,-9.57
50335,-3.53,2.25,9.84,8.93,63.1,-8.82
50336,-3.23,0.93,11.31,2.3,71.21,-8.01
50337,-2.74,0.7,12.82,-1.46,76.94,-8.07
50338,-2.39,0.67,13.95,1.95,79.19,-8.07
50340,-1.43,0.57,14.98,6.02,82.54,-7.07
50341,-0.77,0.75,14.47,5.65,89.99,-4.12
50342,-0.91,0.72,13.84,3.43,99.22,-3.03
50343,-1.32,0.25,13.56,1.61,107.39,-4.34
50344,-2.21,0.13,13.07,0.05,114.99,-5.97
50345,-2.07,0.47,13.47,0.36,120.82,-6.72
50346,-1.36,1.36,14.51,3.58,124.67,-5.91
50348,-0.62,1.95,19.25,6.59,113.27,-2.53
50349,0.77,1.99,32.1,18.01,84.1,-7.51
50350,2.65,-8.47,28.46,-2.87,95.5,-13.89
50351,2.27,1.49,7.03,11.03,136.9,-6.16
50352,2.43,0.72,-0.79,21.08,165.82,-3.22
50353,-0.37,1.41,11.33,29.0,178.37,-4.88
50354,0.5,0.05,11.79,38.89,185.26,-8.98
50356,1.55,0.36,11.9,44.93,196.21,-11.64
50357,2.73,0.18,13.1,49.93,206.92,-11.29
50358,3.91,-0.4,12.83,56.48,219.78,-11.61
50359,4.37,-0.78,12.8,66.62,231.23,-13.64
50360,4.9,-0.57,13.57,80.89,238.71,-15.45
50361,7.04,-0.26,15.16,95.13,245.69,-16.52
50362,6.53,-0.06,13.6,103.23,260.59,-16.14
50363,4.29,0.06,10.81,101.01,285.38,-14.99
50365,2.59,-0.23,9.81,100.39,304.75,-15.77
50366,1.85,0.2,8.83,105.17,318.9,-18.58
50367,2.37,0.37,9.52,114.41,327.85,-21.12
50368,3.83,1.16,10.17,121.64,336.65,-21.9
50369,5.62,1.44,10.27,122.83,346.57,-22.15
50370,7.14,0.55,10.62,118.51,364.97,-23.4
50371,5.4,-1.85,8.88,113.03,389.23,-29.63
50372,2.89,-1.82,8.18,113.91,408.79,-36.58
50374,3.0,0.29,9.28,121.64,422.68,-43.25
50375,3.29,-0.09,9.24,124.2,434.51,-50.16
50376,2.51,-1.01,8.59,118.79,444.12,-57.83
50377,2.79,-0.89,10.43,109.96,448.07,-65.94
50378,5.84,1.07,11.99,100.2,452.07,-73.29
50379,7.86,2.16,11.0,85.39,463.06,-79.99
50380,10.96,5.49,9.59,72.72,478.24,-83.06
50382,12.59,9.59,8.17,57.54,493.23,-82.9
50383,13.06,9.8,11.92,44.8,507.62,-83.84
50384,13.6,10.91,7.64,31.28,530.97,-85.28
50385,12.66,11.44,0.36,36.01,564.05,-85.94
50386,10.81,11.82,-3.91,42.58,597.14,-83.68
50387,7.14,12.08,-5.04,23.36,627.59,-83.0
50388,5.05,9.86,-3.84,-21.33,654.32,-89.97
50389,3.29,8.3,-2.27,-73.91,673.35,-104.75
50391,1.75,7.9,0.51,-130.09,686.37,-124.09
50392,-0.22,7.47,4.0,-169.4,694.0,-139.93
50393,-1.73,7.73,6.05,-203.45,702.3,-152.44
50394,-3.57,7.92,7.6,-236.0,708.9,-161.24
50395,-7.83,6.85,8.4,-265.67,716.98,-166.94
50396,-9.66,5.67,8.36,-284.08,725.18,-168.94
50398,-11.49,3.95,8.52,-294.37,731.97,-171.41
50399,-12.8,2.01,9.16,-295.44,736.41,-175.98
50400,-13.74,0.0,9.7,-289.08,741.17,-181.71
50401,-14.47,-1.09,9.26,-281.98,747.93,-183.62
50402,-17.42,-2.16,9.34,-270.3,755.69,-183.34
50403,-17.98,-2.61,7.3,-248.33,768.49,-181.33
50405,-21.03,-3.52,9.55,-220.54,771.81,-178.58
50406,-22.1,-5.06,16.53,-193.22,770.24,-172.91
50407,-19.86,-3.76,15.88,-167.68,778.26,-163.09
50408,-22.89,-2.99,9.72,-140.79,787.49,-154.64
50409,-26.29,-2.59,17.76,-107.62,787.93,-145.28
50410,-26.48,-0.09,16.27,-88.65,784.45,-133.23
50412,-26.04,2.95,17.13,-74.91,774.63,-112.79
50413,-24.68,2.56,22.01,-68.37,745.33,-101.74
50414,-27.43,-0.38,29.95,-58.36,716.38,-92.17
50415,-23.75,2.79,30.69,-53.97,680.36,-87.28
50416,-24.26,-1.54,20.81,-49.66,667.34,-87.13
50417,-23.74,-0.89,17.82,-40.95,663.71,-85.59
50419,-22.34,-0.98,14.52,-33.91,654.6,-81.37
50420,-20.5,-1.2,12.35,-19.92,644.21,-75.05
